1403636711448555264,0.03974573074466140193417019,1.015397722027853166792966,0.04471335775719244287618181,-0.1208804163314972507370371,0.7993192873009199450606843,0.1462533581285311579112118,0.5701636231226970830121559,0,0,0,0,0,0,0,0,0
1403636710498555392,0.01363534559735614382081081,0.8669717994937339300420831,0.08529510017814517786050033,-0.1094592462122805365254408,0.8132323866118529309687801,0.1602725290733467977677407,0.5486205202220041377003668,0,0,0,0,0,0,0,0,0
1403636709948555264,0.06135592841002705105646342,0.8051103852966516871703107,0.2185616059424559665114174,-0.1043226608525077564459949,0.8109368106235080864152565,0.1618672215576261175229433,0.5525371247198144208923054,0,0,0,0,0,0,0,0,0
1403636708648555264,0.1652713246777391675745861,0.7435550463407876176091804,0.3330056551598577496697828,-0.1307748677154053906779296,0.800979563884684497843125,0.1429337280296052725692135,0.5664800275426113973509246,0,0,0,0,0,0,0,0,0
1403636708248555264,0.2007755140771027013713024,0.5983967652100893319655484,0.2968126259834709679275022,-0.1292242201829736647500368,0.8008789430964616817831825,0.1498192690788619496622402,0.5651974929486793808308676,0,0,0,0,0,0,0,0,0
1403636707948555264,0.2316518411675332900223623,0.4471701098701355570064209,0.3554252529323329024002476,-0.125216528839776047865584,0.8050193621599738280636416,0.1522115920718812021039668,0.559550068083107143834809,0,0,0,0,0,0,0,0,0
1403636707648555264,0.2781069634364395914971624,0.2669681786619457208864503,0.4023097038097255273569886,-0.101681829890950051198395,0.8071257288536397567213498,0.1462924252918873235795871,0.562856455585903581173568,0,0,0,0,0,0,0,0,0
1403636707348555264,0.3379492122229117989640201,0.08594120306147874643887263,0.4091623596010524610555592,-0.07605488100919019500700813,0.8271839743535940314700383,0.1005530825876218836700815,0.54760515449491320438824,0,0,0,0,0,0,0,0,0
1403636706998555392,0.4313216392598838155869601,-0.08743002869946450705818108,0.4391227375962142298604363,-0.05017539364225722525736373,0.8251367118517282106537891,0.07588237298857754276060206,0.5575604918723932046376035,0,0,0,0,0,0,0,0,0
1403636706748555264,0.5586173612240835639752845,-0.2428093604868616639524959,0.4351109463682592548572359,-0.04296768853008030991658117,0.8167475283317313650144342,0.06994375191027255023179521,0.5711261894494982227499236,0,0,0,0,0,0,0,0,0
1403636706448555264,0.6894512942131013621960278,-0.3916016884222910943158524,0.4018445603462312831766212,-0.03928028726797927472347283,0.8145947844441865370868072,0.05113908335878222799486537,0.5764348968805564910056205,0,0,0,0,0,0,0,0,0
1403636706148555264,0.8351401652913601481031947,-0.5434620383070194460373159,0.4210179534363352460424323,-0.03877264367958158097771104,0.8228831921406827287768238,0.02537282144017618049081086,0.5663180679853164756210049,0,0,0,0,0,0,0,0,0
1403636705948555264,0.9462867210072092305495062,-0.6540233088806478578547399,0.4452753112951311487144324,-0.02378669238621994308502394,0.8149019368844185873257402,0.04093627209128309490937525,0.5776618804756075142847749,0,0,0,0,0,0,0,0,0
1403636705648555264,1.092110522717087750521614,-0.8102765647105198976163365,0.4508930567119835974843056,-0.02176279209906194223034248,0.8115375506644203484896138,0.0472398576634228475890076,0.5819807390194164931074283,0,0,0,0,0,0,0,0,0
